0.092629,0.013665,0.037897,0.034125,0.015237,0.034970,0.059470,0.089346,0.024504,0.060752,0.040167,0.020774,0.013185,0.000131,0.031727,0.047355,0.004453,-0.019032,-0.012631,0.035698,-0.016952,0.022904,-0.021595,-0.017637,-0.003314,-0.016286,-0.079450,-0.077776,0.012617,0.012728,0.019578,-0.007250,-0.009509,-0.073342,-0.022277,-0.013707,-0.088079,-0.021555,-0.015723,-0.028136,-0.058666,0.017740,-0.030283,-0.021472,-0.037145,0.029806,0.056054,0.014029,-0.007832,-0.041344,-0.049933,0.006602,-0.007971,0.034660,-0.033800,-0.067264,-0.019152,-0.028118,-0.076128,0.034395,-0.019105,0.019292,-0.050993,0.033311,-0.036015,0.042295,-0.000741,-0.018686,0.003112,-0.009453,0.015182,0.048275,-0.070577,0.064655,-0.034657,-0.038542,0.008814,0.057499,0.033703,-0.005458
-0.083103,0.002828,0.002439,-0.006807,-0.043642,-0.005046,0.028189,0.038127,0.021096,0.015408,0.032928,0.030741,-0.005745,0.007614,0.015610,-0.018796,0.069949,-0.022838,0.074572,-0.018067,-0.023340,-0.009947,-0.020349,-0.061974,0.006147,0.010152,0.074512,-0.017296,-0.024316,-0.040687,-0.045982,0.028998,-0.068807,-0.019558,-0.007408,-0.013211,0.019022,0.011886,-0.039069,-0.048944,0.093684,0.070021,0.006104,-0.033968,-0.041403,-0.094201,-0.072344,0.047240,-0.023803,-0.007577,0.031600,-0.040888,-0.031219,-0.048524,-0.069979,-0.014960,0.049089,0.080183,0.031867,-0.007966,0.012657,0.093535,-0.024880,0.012914,0.013291,-0.050119,0.063409,0.033373,0.051510,-0.003944,0.017412,0.017110,-0.075773,-0.003743,-0.017328,-0.057466,0.045925,0.000603,-0.017307,0.036460
0.005789,0.007532,0.009686,0.010951,0.009970,-0.033427,-0.043056,0.039719,-0.034638,0.003434,0.043437,-0.083098,-0.044451,0.001232,-0.106177,-0.039056,-0.061694,-0.108320,-0.089574,-0.042446,0.012837,-0.072260,-0.004637,0.004726,0.008668,-0.014983,0.036134,-0.003894,0.021104,-0.045904,-0.000062,-0.037060,-0.046275,0.005776,0.062169,0.046239,0.035149,-0.017490,-0.002948,0.026566,0.047524,0.028314,0.040142,0.032512,-0.007512,0.040477,0.000156,0.061843,0.019425,0.033662,0.003121,-0.001749,-0.089274,-0.062388,-0.010057,0.016925,-0.001615,-0.015001,0.019364,-0.013698,0.077377,0.022117,-0.007968,-0.019914,0.026583,-0.040339,0.015786,0.014348,-0.071966,-0.054763,0.015819,-0.010439,0.056721,-0.013219,0.032662,0.022502,0.008930,-0.024191,-0.010248,0.003779
0.056497,0.024152,-0.017039,0.012827,-0.012729,-0.004564,-0.068034,-0.069708,-0.017779,-0.014202,0.016581,0.007265,0.041437,-0.022455,0.012198,0.049796,0.026828,0.053072,0.003944,0.047887,0.004514,0.018710,-0.043467,-0.025725,-0.024020,-0.023452,-0.009707,0.039748,0.040832,0.017840,-0.004694,0.000474,0.024349,0.006967,-0.053880,-0.023120,0.079395,0.076365,0.032875,0.070668,0.103689,0.068611,0.132399,0.108211,0.053233,0.000540,0.063720,0.051734,0.070041,0.061178,0.048485,0.069607,0.030821,-0.050257,-0.016186,0.072506,-0.017386,-0.023006,0.017372,0.021292,0.017314,-0.002545,0.009458,0.079658,-0.022295,0.029216,-0.008426,-0.037829,0.054714,0.055545,0.036310,0.061107,-0.002625,0.093224,0.132642,0.135704,-0.000902,0.031554,0.055565,0.007208
-0.048942,-0.011822,0.011595,-0.021419,0.009844,0.052712,-0.015938,0.017869,-0.045876,-0.054208,0.058383,-0.003993,-0.021723,-0.002045,0.017443,-0.046135,-0.006598,0.005574,-0.020959,0.008326,-0.047663,0.015484,0.041252,-0.046578,0.034444,-0.026709,-0.065984,-0.094964,-0.028215,-0.011006,-0.065459,-0.027675,-0.051121,0.025425,-0.053465,-0.044478,0.035769,-0.047297,-0.055983,-0.052608,-0.018532,0.013570,-0.018428,-0.022200,0.032176,-0.000471,0.057012,0.033904,0.037209,-0.012082,0.036666,0.022148,0.032548,-0.019496,-0.029753,-0.006879,0.034585,-0.041706,0.057096,0.042882,-0.004538,0.031373,-0.048526,-0.045139,-0.070316,-0.040095,0.025177,0.006089,0.029822,0.018254,0.051598,-0.028721,0.024572,-0.121792,-0.010035,-0.084007,-0.051723,-0.008239,0.008369,0.032751
0.053869,-0.004799,-0.041290,-0.004629,-0.039378,-0.057340,-0.034255,-0.066081,-0.021372,-0.023206,-0.062119,-0.019093,0.014754,-0.040610,0.000320,0.051749,-0.023787,-0.023600,-0.040816,-0.005931,-0.021497,-0.014517,-0.068661,-0.028453,-0.082939,-0.014549,-0.036358,-0.026319,-0.029362,-0.024725,-0.036143,0.074601,0.015990,0.017113,0.058439,-0.031046,0.025535,-0.008068,0.039546,-0.053655,0.012506,-0.028079,0.030987,0.036151,-0.022831,-0.063291,0.001220,-0.011691,-0.044870,-0.007193,0.036666,0.047216,0.068018,0.090550,-0.006903,0.002962,0.038118,0.033903,0.090734,0.009269,0.003224,-0.010620,0.046470,0.094141,0.019830,-0.089480,-0.029973,-0.047953,0.020949,-0.034162,0.004884,-0.011559,0.035938,0.059393,0.062831,0.049389,0.024586,0.016361,0.024822,-0.004059
0.055512,0.040423,0.014282,0.008108,-0.042638,-0.009771,-0.019387,-0.010792,0.028558,-0.033648,-0.053946,0.017532,0.015068,0.009615,-0.058903,-0.010313,0.053005,0.034149,0.069718,0.015563,-0.021989,-0.021291,0.036269,0.053399,0.025154,0.042344,0.070921,0.110004,0.035327,0.017423,0.055018,0.094816,0.103695,0.079698,-0.000780,0.063854,0.046934,0.007452,0.074326,0.003746,0.040248,0.039945,0.024649,0.031784,0.054889,0.052007,0.015271,0.083008,0.023393,0.034919,0.014594,-0.005719,-0.044903,0.037043,-0.014341,0.038655,0.060989,-0.005281,0.064177,-0.013326,0.014568,0.074439,-0.005783,-0.007574,-0.016400,-0.043762,-0.074066,-0.015451,0.012569,0.092315,-0.061578,0.076588,0.038969,-0.033581,0.037150,0.090008,-0.052187,-0.017998,0.067407,-0.006438
0.040895,-0.030126,-0.048926,-0.065830,-0.113869,-0.047826,-0.063752,-0.027600,0.027636,-0.039171,-0.081269,0.025818,-0.021221,0.007286,-0.010302,-0.003570,-0.008146,-0.026319,0.023386,-0.001163,-0.070266,-0.044948,-0.064231,-0.030597,-0.024700,0.019435,-0.022668,-0.050275,0.012158,-0.065100,0.030320,-0.067382,-0.061297,-0.051095,-0.012641,-0.000105,-0.034322,-0.051731,-0.043834,-0.118303,-0.037292,-0.057098,-0.000095,0.021109,-0.027799,-0.035571,-0.038567,0.031493,-0.053899,-0.058384,-0.061029,0.033100,0.003305,0.003737,-0.016662,-0.073379,-0.055783,-0.009417,-0.026114,0.074745,-0.085496,-0.061577,-0.025085,-0.053588,-0.012755,-0.044496,-0.080460,0.051568,-0.002403,0.029337,0.008971,0.045423,0.000927,-0.007299,0.012965,-0.015117,0.016932,-0.030853,-0.026530,-0.051505
0.056169,0.018050,0.060521,0.022992,0.061449,0.062997,0.094676,0.000885,0.047534,-0.001439,0.040868,0.043710,-0.003955,0.041566,-0.020098,0.000908,0.016292,-0.058727,-0.040595,0.020787,0.058719,0.000948,0.020349,-0.008575,-0.002861,-0.005592,0.077654,0.014180,-0.014337,0.069690,0.012349,0.058718,0.017686,0.007762,-0.002564,-0.042276,-0.006461,-0.022786,-0.029540,0.011974,-0.053209,-0.107147,0.029226,-0.029722,-0.072870,0.059857,0.091986,-0.002667,0.061559,0.010476,0.045108,0.101733,0.039589,0.071053,0.043797,0.005023,0.001214,0.085026,0.071259,0.026652,0.032957,0.032153,0.019739,-0.011104,0.032157,0.113440,0.010191,-0.019029,0.055700,0.071974,0.060304,-0.073329,-0.029443,-0.021677,0.049367,-0.010270,0.098344,0.035060,0.068317,0.014486
-0.103140,0.019067,0.034644,0.053486,0.003025,-0.012342,-0.017722,0.032023,-0.054167,0.062933,0.019033,-0.005494,-0.016324,-0.049927,0.040195,-0.023922,0.004480,-0.015443,-0.053171,-0.022311,0.021129,0.028388,0.029901,0.009939,-0.010537,0.001941,0.033216,-0.045334,-0.024430,0.008920,0.079515,0.072676,0.067354,0.074808,0.053465,-0.000229,0.019849,0.075380,0.061939,0.075379,0.060031,0.047229,0.010388,0.022443,0.007512,-0.023673,0.013834,-0.013262,0.013201,0.075983,0.002397,-0.006754,0.006576,-0.011590,-0.003124,0.053506,0.026590,0.080721,0.015823,-0.015411,-0.080720,0.084961,0.027964,0.009837,-0.026476,0.004645,-0.026775,0.044147,-0.031793,0.015190,-0.002084,-0.039720,-0.056288,0.083200,0.029795,-0.006953,0.010611,0.024659,-0.001117,0.030791
0.001714,0.061016,0.052320,0.083739,0.064710,0.096166,0.071840,-0.003140,0.064116,-0.012345,0.133580,0.018733,0.046209,0.059004,0.057386,0.026729,0.023678,0.053290,0.050744,0.064866,-0.027394,-0.056776,-0.010936,0.048137,0.005750,0.038869,0.029850,-0.021055,0.060101,0.041522,-0.010893,-0.019854,-0.037796,-0.046939,-0.045798,-0.054606,-0.074020,0.053209,-0.003484,0.033109,0.028424,-0.043235,0.041551,-0.020138,-0.052050,-0.005458,-0.002755,0.076358,0.005369,-0.023326,0.000724,-0.032126,0.058984,-0.007095,0.009283,-0.038437,-0.046114,-0.035517,0.011563,0.070576,-0.036061,-0.017246,-0.017889,0.010923,-0.006485,0.063076,0.019715,0.022035,0.020333,0.014343,0.105744,-0.005602,0.039618,-0.061147,-0.036900,0.044081,-0.037343,-0.072925,-0.064674,0.001959
